Country,Year,Suicides number,Population2
Spain,1992,2786.0,37000900.0
Spain,1993,3037.0,37122100.0
Spain,1994,3171.0,37203100.0
Spain,1995,3157.0,37275300.0
Spain,1996,3320.0,37341200.0
Spain,1997,3373.0,37405000.0
Spain,1998,3261.0,37458900.0
Spain,1999,3220.0,37789271.0
Spain,2000,3394.0,38319996.0
Spain,2001,3189.0,38713504.0
Spain,2002,3372.0,39340611.0
Spain,2003,3478.0,39947556.0
Spain,2004,3508.0,40555823.0
Spain,2005,3399.0,41195479.0
Spain,2006,3247.0,41808848.0
Spain,2007,3264.0,42547327.0
Spain,2008,3457.0,43199484.0
Spain,2009,3429.0,43490086.0
Spain,2010,3158.0,43595356.0
Spain,2011,3180.0,43642571.0
Spain,2012,3539.0,44318859.0
Spain,2013,3873.0,44227625.0
Spain,2014,3911.0,44172771.0
Spain,2015,3604.0,44186528.0
Sri Lanka,1980,4269.0,12810000.0
Sri Lanka,1981,4401.0,13040000.0
Sri Lanka,1982,5076.0,13295000.0
Sri Lanka,1983,5591.0,13488000.0
Sri Lanka,1984,5769.0,13652000.0
Sri Lanka,1985,5668.0,13857000.0
Sri Lanka,1986,5345.0,14101400.0
Sri Lanka,1996,4898.0,16654427.0
Sri Lanka,1997,5887.0,16775409.0
Sri Lanka,1998,5518.0,16897691.0
Sri Lanka,1999,5619.0,17020287.0
Sri Lanka,2000,5252.0,17140342.0
Sri Lanka,2001,4590.0,17266961.0
Sri Lanka,2002,4382.0,17395955.0
Sri Lanka,2003,4467.0,17524596.0
Sri Lanka,2006,4015.0,17891558.0
Suriname,1979,49.0,316389.0
Suriname,1980,58.0,317931.0
Suriname,1981,52.0,319690.0
Suriname,1982,64.0,310200.0
Suriname,1984,103.0,318700.0
Suriname,1985,80.0,322700.0
Suriname,1986,42.0,326294.0
Suriname,1987,52.0,332013.0
Suriname,1988,49.0,339611.0
Suriname,1989,53.0,347723.0
Suriname,1990,26.0,348700.0
Suriname,1991,57.0,363079.0
Suriname,1992,48.0,370194.0
Suriname,1995,55.0,389414.0
Suriname,1996,21.0,395805.0
Suriname,1997,32.0,401814.0
Suriname,1998,29.0,407606.0
Suriname,1999,49.0,413303.0
Suriname,2000,52.0,419001.0
Suriname,2001,72.0,424515.0
Suriname,2002,69.0,430176.0
Suriname,2003,77.0,435946.0
Suriname,2004,67.0,441717.0
Suriname,2005,72.0,447445.0
Suriname,2006,112.0,453293.0
Suriname,2007,119.0,459086.0
Suriname,2008,147.0,464789.0
Suriname,2009,131.0,470448.0
Suriname,2010,136.0,476052.0
Suriname,2011,127.0,481521.0
Suriname,2012,133.0,486964.0
Suriname,2013,131.0,492359.0
Suriname,2014,128.0,497701.0
Sweden,1987,1541.0,7909000.0
Sweden,1988,1590.0,7930900.0
Sweden,1989,1579.0,7964800.0
Sweden,1990,1471.0,8005700.0
Sweden,1991,1483.0,8041100.0
Sweden,1992,1355.0,8073200.0
Sweden,1993,1373.0,8112500.0
Sweden,1994,1324.0,8174100.0
Sweden,1995,1348.0,8233000.0
Sweden,1996,1253.0,8274300.0
Sweden,1997,1201.0,8311300.0
Sweden,1998,1231.0,8346300.0
Sweden,1999,1220.0,8378013.0
Sweden,2000,1131.0,8409008.0
Sweden,2001,1197.0,8439317.0
Sweden,2002,1180.0,8465828.0
Sweden,2003,1112.0,8490539.0
Sweden,2004,1155.0,8514314.0
Sweden,2005,1219.0,8538624.0
Sweden,2006,1197.0,8576044.0
Sweden,2007,1126.0,8629159.0
Sweden,2008,1170.0,8688504.0
Sweden,2009,1242.0,8755922.0
Sweden,2010,1141.0,8823125.0
Sweden,2011,1112.0,8884644.0
Sweden,2012,1154.0,8948909.0
Sweden,2013,1230.0,9024081.0
Sweden,2014,1148.0,9114524.0
Sweden,2015,1182.0,9114524.0
Sweden,2016,1135.0,9253843.0
Switzerland,1995,1419.0,6617500.0
Switzerland,1996,1432.0,6652200.0
Switzerland,1997,1341.0,6675200.0
Switzerland,1998,1371.0,6725167.0
Switzerland,1999,1296.0,6764328.0
Switzerland,2000,1380.0,6809589.0
Switzerland,2001,1338.0,6865842.0
Switzerland,2002,1446.0,6942010.0
Switzerland,2003,1269.0,6969293.0
Switzerland,2004,1284.0,7023166.0
Switzerland,2005,1299.0,7071991.0
Switzerland,2006,1309.0,7118477.0
Switzerland,2007,1360.0,7183595.0
Switzerland,2008,1314.0,7274875.0
Switzerland,2009,1105.0,7364558.0
Switzerland,2010,1006.0,7439147.0
Switzerland,2011,1034.0,7518040.0
Switzerland,2012,1038.0,7595591.0
Switzerland,2013,1071.0,7681318.0
Switzerland,2014,1032.0,7809621.0
Switzerland,2015,1073.0,7892502.0
Syrian Arab Republic,1980,41.0,0.0
Syrian Arab Republic,1981,31.0,0.0
Syrian Arab Republic,1984,9.0,0.0
Syrian Arab Republic,1985,10.0,0.0
Syrian Arab Republic,1998,15.0,0.0
Syrian Arab Republic,1999,26.0,0.0
Syrian Arab Republic,2000,23.0,0.0
Syrian Arab Republic,2001,11.0,0.0
Syrian Arab Republic,2002,30.0,0.0
Syrian Arab Republic,2003,26.0,0.0
Syrian Arab Republic,2004,29.0,0.0
Syrian Arab Republic,2005,23.0,0.0
Syrian Arab Republic,2006,27.0,0.0
Syrian Arab Republic,2007,29.0,0.0
Syrian Arab Republic,2008,34.0,0.0
Syrian Arab Republic,2009,21.0,0.0
Syrian Arab Republic,2010,32.0,0.0
TFYR Macedonia,1991,145.0,1752700.0
TFYR Macedonia,1992,144.0,1765200.0
TFYR Macedonia,1993,150.0,1778000.0
TFYR Macedonia,1994,128.0,1793200.0
TFYR Macedonia,1995,131.0,1812700.0
TFYR Macedonia,1996,146.0,1830400.0
TFYR Macedonia,1997,155.0,1846200.0
TFYR Macedonia,1998,153.0,1858000.0
TFYR Macedonia,1999,170.0,1872300.0
TFYR Macedonia,2000,150.0,1887600.0
TFYR Macedonia,2001,152.0,1902411.0
TFYR Macedonia,2002,149.0,1895297.0
TFYR Macedonia,2003,137.0,1904123.0
TFYR Macedonia,2004,179.0,1911739.0
TFYR Macedonia,2005,143.0,1918471.0
TFYR Macedonia,2006,166.0,1924680.0
TFYR Macedonia,2007,159.0,1929428.0
TFYR Macedonia,2008,161.0,1933404.0
TFYR Macedonia,2009,167.0,1937404.0
TFYR Macedonia,2010,122.0,1940625.0
TFYR Macedonia,2011,128.0,1943093.0
TFYR Macedonia,2012,172.0,1945054.0
TFYR Macedonia,2013,170.0,1947542.0
Tajikistan,1981,160.0,0.0
Tajikistan,1982,325.0,0.0
Tajikistan,1985,271.0,0.0
Tajikistan,1986,250.0,0.0
Tajikistan,1987,212.0,0.0
Tajikistan,1988,203.0,0.0
Tajikistan,1989,236.0,0.0
Tajikistan,1990,232.0,0.0
Tajikistan,1991,209.0,0.0
Tajikistan,1992,204.0,0.0
Tajikistan,1993,153.0,0.0
Tajikistan,1994,191.0,0.0
Tajikistan,1995,199.0,0.0
Tajikistan,1996,164.0,0.0
Tajikistan,1997,159.0,0.0
Tajikistan,1998,156.0,0.0
Tajikistan,1999,204.0,0.0
Tajikistan,2000,177.0,0.0
Tajikistan,2001,163.0,0.0
Tajikistan,2002,141.0,0.0
Tajikistan,2003,169.0,0.0
Tajikistan,2004,172.0,0.0
Tajikistan,2005,187.0,0.0
Tajikistan,2016,236.0,0.0
Thailand,1979,3047.0,40192674.0
Thailand,1980,3408.0,39398600.0
Thailand,1981,3405.0,42254650.0
Thailand,1982,3191.0,43267693.0
Thailand,1983,3205.0,44275742.0
Thailand,1984,2986.0,45286744.0
Thailand,1985,2982.0,46303443.0
Thailand,1986,2798.0,47331465.0
Thailand,1987,3035.0,48376410.0
Thailand,1990,3753.0,51228668.0
Thailand,1991,3559.0,51947693.0
Thailand,1992,3550.0,52570440.0
Thailand,1994,2307.0,52691000.0
Thailand,1995,4245.0,54366057.0
Thailand,1996,4443.0,55070703.0
Thailand,1997,4150.0,55859088.0
Thailand,1998,4963.0,56691783.0
Thailand,1999,5276.0,57507860.0
Thailand,2000,5182.0,58262135.0
Thailand,2002,4902.0,58263389.0
Thailand,2003,4484.0,60158951.0
Thailand,2004,4296.0,60686373.0
Thailand,2005,3937.0,61182665.0
Thailand,2006,3608.0,61636512.0
Thailand,2007,3754.0,58941621.0
Thailand,2008,3778.0,59216773.0
Thailand,2009,3787.0,59483718.0
Thailand,2010,3761.0,59769764.0
Thailand,2011,3873.0,60261832.0
Thailand,2012,3985.0,60382255.0
Thailand,2013,3961.0,60766487.0
Thailand,2014,3952.0,61139919.0
Thailand,2015,4205.0,61261276.0
Thailand,2016,4131.0,61333728.0
Trinidad and Tobago,1979,55.0,939291.0
Trinidad and Tobago,1980,43.0,985000.0
Trinidad and Tobago,1981,58.0,1000500.0
Trinidad and Tobago,1982,78.0,1016400.0
Trinidad and Tobago,1983,99.0,1034000.0
Trinidad and Tobago,1984,75.0,1027600.0
Trinidad and Tobago,1985,29.0,1008000.0
Trinidad and Tobago,1986,104.0,1061600.0
Trinidad and Tobago,1987,119.0,1078300.0
Trinidad and Tobago,1988,164.0,1095600.0
Trinidad and Tobago,1989,173.0,1070000.0
Trinidad and Tobago,1990,170.0,1088500.0
Trinidad and Tobago,1991,148.0,1102000.0
Trinidad and Tobago,1992,163.0,1132600.0
Trinidad and Tobago,1993,174.0,1148300.0
Trinidad and Tobago,1994,148.0,1162900.0
Trinidad and Tobago,1995,184.0,1149173.0
Trinidad and Tobago,1996,146.0,1156185.0
Trinidad and Tobago,1997,160.0,1162267.0
Trinidad and Tobago,1998,171.0,1167924.0
Trinidad and Tobago,1999,139.0,1173276.0
Trinidad and Tobago,2000,166.0,1178363.0
Trinidad and Tobago,2001,179.0,1183354.0
Trinidad and Tobago,2002,156.0,1188800.0
Trinidad and Tobago,2003,144.0,1194458.0
Trinidad and Tobago,2004,168.0,1200116.0
Trinidad and Tobago,2005,136.0,1205471.0
Trinidad and Tobago,2006,141.0,1209301.0
Trinidad and Tobago,2007,131.0,1213988.0
Trinidad and Tobago,2008,199.0,1219336.0
Trinidad and Tobago,2009,128.0,1225097.0
Trinidad and Tobago,2010,160.0,1231002.0
Trinidad and Tobago,2011,139.0,1237186.0
Tunisia,2009,22.0,0.0
Tunisia,2013,10.0,0.0
Turkey,2009,1050.0,65962419.0
Turkey,2010,1524.0,66975131.0
Turkey,2011,1148.0,68034357.0
Turkey,2012,1450.0,68976439.0
Turkey,2013,1810.0,69880352.0
Turkey,2014,1617.0,70931420.0
Turkey,2015,1532.0,71880464.0
Turkmenistan,1981,260.0,2488900.0
Turkmenistan,1982,225.0,2551400.0
Turkmenistan,1985,243.0,2728200.0
Turkmenistan,1986,292.0,2792000.0
Turkmenistan,1987,272.0,2859100.0
Turkmenistan,1988,270.0,2926300.0
Turkmenistan,1989,253.0,2999000.0
Turkmenistan,1990,298.0,3079800.0
Turkmenistan,1991,273.0,3162500.0
Turkmenistan,1992,271.0,3252900.0
Turkmenistan,1993,240.0,3331100.0
Turkmenistan,1994,234.0,3423100.0
Turkmenistan,1995,244.0,3818200.0
Turkmenistan,1996,283.0,3913000.0
Turkmenistan,1997,333.0,4006400.0
Turkmenistan,1998,405.0,4099200.0
Turkmenistan,1999,442.0,3958754.0
Turkmenistan,2000,383.0,4026478.0
Turkmenistan,2001,445.0,4095981.0
Turkmenistan,2002,416.0,4143692.0
Turkmenistan,2003,377.0,4177740.0
Turkmenistan,2004,392.0,4211000.0
Turkmenistan,2005,468.0,4252530.0
Turkmenistan,2006,506.0,4287650.0
Turkmenistan,2007,354.0,4342657.0
Turkmenistan,2008,484.0,4412135.0
Turkmenistan,2009,165.0,4484467.0
Turkmenistan,2010,178.0,4551185.0
Turkmenistan,2011,130.0,4626095.0
Turkmenistan,2012,138.0,4690058.0
Turkmenistan,2013,101.0,4748055.0
Turkmenistan,2014,136.0,4811227.0
Turkmenistan,2015,133.0,4886514.0
Turks and Caicos Islands,1980,0.0,0.0
Turks and Caicos Islands,1981,0.0,0.0
Turks and Caicos Islands,1984,0.0,0.0
Turks and Caicos Islands,1985,0.0,0.0
Turks and Caicos Islands,1986,0.0,0.0
Turks and Caicos Islands,1987,0.0,0.0
Turks and Caicos Islands,1988,0.0,0.0
Turks and Caicos Islands,1989,0.0,0.0
Turks and Caicos Islands,1990,0.0,0.0
Turks and Caicos Islands,1991,0.0,0.0
Turks and Caicos Islands,1992,0.0,0.0
Turks and Caicos Islands,1993,0.0,0.0
Turks and Caicos Islands,1994,1.0,0.0
Turks and Caicos Islands,1995,1.0,0.0
Turks and Caicos Islands,1996,0.0,0.0
Turks and Caicos Islands,1997,0.0,0.0
Turks and Caicos Islands,1998,0.0,0.0
Turks and Caicos Islands,1999,0.0,0.0
Turks and Caicos Islands,2000,0.0,0.0
Turks and Caicos Islands,2001,0.0,0.0
Turks and Caicos Islands,2002,0.0,0.0
Turks and Caicos Islands,2003,1.0,0.0
Turks and Caicos Islands,2004,1.0,0.0
Turks and Caicos Islands,2005,0.0,0.0
Turks and Caicos Islands,2006,0.0,0.0
Turks and Caicos Islands,2007,0.0,0.0
Turks and Caicos Islands,2008,0.0,0.0
Turks and Caicos Islands,2009,1.0,0.0
Turks and Caicos Islands,2013,0.0,0.0
Turks and Caicos Islands,2014,1.0,0.0
Ukraine,1981,11883.0,46545800.0
Ukraine,1982,12528.0,46723100.0
Ukraine,1985,11339.0,47127600.0
Ukraine,1986,9470.0,47243600.0
Ukraine,1987,10050.0,47374200.0
Ukraine,1988,9751.0,47549900.0
Ukraine,1989,10887.0,47761700.0
Ukraine,1990,10645.0,47971600.0
Ukraine,1991,10700.0,48200600.0
Ukraine,1992,11666.0,48487300.0
Ukraine,1993,12469.0,48680500.0
Ukraine,1994,13826.0,48619000.0
Ukraine,1995,14541.0,48415300.0
Ukraine,1996,15160.0,48174500.0
Ukraine,1997,14903.0,47923000.0
Ukraine,1998,14789.0,47675400.0
Ukraine,1999,14363.0,47415400.0
Ukraine,2000,14467.0,47125400.0
Ukraine,2001,13131.0,46805969.0
Ukraine,2002,12536.0,46060017.0
Ukraine,2003,12313.0,45697383.0
Ukraine,2004,11256.0,45322826.0
Ukraine,2005,10621.0,44939270.0
Ukraine,2006,10013.0,44560034.0
Ukraine,2007,10032.0,44198672.0
Ukraine,2008,9454.0,43856123.0
Ukraine,2009,9715.0,43557944.0
Ukraine,2010,9089.0,43296809.0
Ukraine,2011,8973.0,43074791.0
Ukraine,2012,9058.0,42915935.0
Ukraine,2014,7968.0,40464165.0
Ukraine,2015,7574.0,40345446.0
United Arab Emirates,2005,96.0,4280433.0
United Arab Emirates,2006,90.0,4923879.0
United Arab Emirates,2007,101.0,5695389.0
United Arab Emirates,2008,100.0,6510358.0
United Arab Emirates,2009,124.0,7252480.0
United Arab Emirates,2010,111.0,7839736.0
United Kingdom,1979,4765.0,52495800.0
United Kingdom,1980,4917.0,52533800.0
United Kingdom,1981,5025.0,52859492.0
United Kingdom,1982,4933.0,52795142.0
United Kingdom,1983,4926.0,52769713.0
United Kingdom,1984,4943.0,52864838.0
United Kingdom,1985,5105.0,53006535.0
United Kingdom,1986,4839.0,53119533.0
United Kingdom,1987,4594.0,53239668.0
United Kingdom,1988,4971.0,53310780.0
United Kingdom,1989,4361.0,53425129.0
United Kingdom,1990,4643.0,53557854.0
United Kingdom,1991,4547.0,53903427.0
United Kingdom,1992,4628.0,54076358.0
United Kingdom,1993,4462.0,54283982.0
United Kingdom,1994,4380.0,54497293.0
United Kingdom,1995,4315.0,54746964.0
United Kingdom,1996,4165.0,55012207.0
United Kingdom,1997,4143.0,55266635.0
United Kingdom,1998,4389.0,55527379.0
United Kingdom,1999,4448.0,55833339.0
United Kingdom,2000,4290.0,56133909.0
United Kingdom,2001,4128.0,55571993.0
United Kingdom,2002,4117.0,55908944.0
United Kingdom,2003,3979.0,56171771.0
United Kingdom,2004,4183.0,56455011.0
United Kingdom,2005,4047.0,56809024.0
United Kingdom,2006,4122.0,57091129.0
United Kingdom,2007,3897.0,57382757.0
United Kingdom,2008,4259.0,57683372.0
United Kingdom,2009,4246.0,58013559.0
United Kingdom,2010,4188.0,58403529.0
United Kingdom,2011,4393.0,58881852.0
United Kingdom,2012,4444.0,59708630.0
United Kingdom,2013,4824.0,60091793.0
United Kingdom,2014,4788.0,60570482.0
United Kingdom,2015,4910.0,61082942.0
United States of America,1979,27189.0,208504000.0
United States of America,1980,26852.0,210745000.0
United States of America,1981,27574.0,212406000.0
United States of America,1982,28226.0,214162000.0
United States of America,1983,28280.0,216423000.0
United States of America,1984,29267.0,218635000.0
United States of America,1985,29446.0,220723000.0
United States of America,1986,30892.0,222953000.0
United States of America,1987,30783.0,225148000.0
United States of America,1988,30388.0,227353000.0
United States of America,1989,30218.0,229487000.0
United States of America,1990,30895.0,229952200.0
United States of America,1991,30790.0,232955000.0
United States of America,1992,30471.0,235565600.0
United States of America,1993,31084.0,238092300.0
United States of America,1994,31123.0,240614100.0
United States of America,1995,31272.0,243164200.0
United States of America,1996,30879.0,245997800.0
United States of America,1997,30517.0,248486400.0
United States of America,1998,30558.0,251332500.0
United States of America,1999,29183.0,253748671.0
United States of America,2000,29343.0,262246108.0
United States of America,2001,30607.0,265427546.0
United States of America,2002,31645.0,268759559.0
United States of America,2003,31477.0,271041510.0
United States of America,2004,32428.0,273584136.0
United States of America,2005,32629.0,276106680.0
United States of America,2006,33292.0,278980848.0
United States of America,2007,34596.0,280658606.0
United States of America,2008,36030.0,282355565.0
United States of America,2009,36900.0,285162662.0
United States of America,2010,38362.0,287839149.0
United States of America,2011,39508.0,290313825.0
United States of America,2012,40596.0,292827128.0
United States of America,2013,41143.0,295322862.0
United States of America,2014,42769.0,297749735.0
United States of America,2015,44189.0,300078511.0
Uruguay,1980,274.0,2634100.0
Uruguay,1981,261.0,2662000.0
Uruguay,1982,318.0,2680200.0
Uruguay,1983,323.0,2696500.0
Uruguay,1984,333.0,2716900.0
Uruguay,1985,287.0,2737400.0
Uruguay,1986,262.0,2757600.0
Uruguay,1987,258.0,2778900.0
Uruguay,1988,268.0,2799600.0
Uruguay,1989,344.0,2820700.0
Uruguay,1990,315.0,2834000.0
Uruguay,1993,418.0,2896228.0
Uruguay,1994,406.0,2920296.0
Uruguay,1995,427.0,2943816.0
Uruguay,1996,393.0,2967278.0
Uruguay,1997,456.0,2991662.0
Uruguay,1998,521.0,3014887.0
Uruguay,1999,450.0,3034833.0
Uruguay,2000,555.0,3050169.0
Uruguay,2001,499.0,3061024.0
Uruguay,2002,675.0,3065257.0
Uruguay,2003,535.0,3065772.0
Uruguay,2004,520.0,3066489.0
Uruguay,2005,498.0,3070178.0
Uruguay,2006,528.0,3077445.0
Uruguay,2007,576.0,3087957.0
Uruguay,2008,523.0,3100791.0
Uruguay,2009,511.0,3114306.0
Uruguay,2010,547.0,3127306.0
Uruguay,2012,599.0,3151939.0
Uruguay,2013,546.0,3164670.0
Uruguay,2014,591.0,3177645.0
Uruguay,2015,630.0,3190795.0
Uzbekistan,1981,1149.0,13870700.0
Uzbekistan,1982,1134.0,14221100.0
Uzbekistan,1985,1501.0,15265500.0
Uzbekistan,1986,1422.0,15632500.0
Uzbekistan,1987,1326.0,16011200.0
Uzbekistan,1988,1238.0,16387000.0
Uzbekistan,1989,1490.0,16779000.0
Uzbekistan,1990,1459.0,17165700.0
Uzbekistan,1991,1393.0,17347800.0
Uzbekistan,1992,1344.0,18257000.0
Uzbekistan,1993,1355.0,18509300.0
Uzbekistan,1994,1419.0,19144700.0
Uzbekistan,1995,1485.0,19599000.0
Uzbekistan,1996,1699.0,19854500.0
Uzbekistan,1997,1554.0,20364300.0
Uzbekistan,1998,1620.0,20861200.0
Uzbekistan,1999,1795.0,21329916.0
Uzbekistan,2000,1919.0,21789067.0
Uzbekistan,2001,1914.0,22231527.0
Uzbekistan,2002,1576.0,22632256.0
Uzbekistan,2003,1416.0,22982883.0
Uzbekistan,2004,1251.0,23300841.0
Uzbekistan,2005,1221.0,23600347.0
Uzbekistan,2009,1399.0,25288102.0
Uzbekistan,2010,1464.0,25651783.0
Uzbekistan,2011,1640.0,25978049.0
Uzbekistan,2012,1835.0,26381830.0
Uzbekistan,2013,1950.0,26838924.0
Uzbekistan,2014,2095.0,27313507.0
Venezuela (Bolivarian Republic of),1979,589.0,12204000.0
Venezuela (Bolivarian Republic of),1980,720.0,12730000.0
Venezuela (Bolivarian Republic of),1981,669.0,13127600.0
Venezuela (Bolivarian Republic of),1982,686.0,13530300.0
Venezuela (Bolivarian Republic of),1983,785.0,13924200.0
Venezuela (Bolivarian Republic of),1985,783.0,14757400.0
Venezuela (Bolivarian Republic of),1986,813.0,15161100.0
Venezuela (Bolivarian Republic of),1987,746.0,15569700.0
Venezuela (Bolivarian Republic of),1988,843.0,15979000.0
Venezuela (Bolivarian Republic of),1989,913.0,16400000.0
Venezuela (Bolivarian Republic of),1990,982.0,16806100.0
Venezuela (Bolivarian Republic of),1992,959.0,17709500.0
Venezuela (Bolivarian Republic of),1993,965.0,18165700.0
Venezuela (Bolivarian Republic of),1994,1088.0,18623400.0
Venezuela (Bolivarian Republic of),1996,1009.0,19863671.0
Venezuela (Bolivarian Republic of),1997,1074.0,20324183.0
Venezuela (Bolivarian Republic of),1998,1142.0,20771640.0
Venezuela (Bolivarian Republic of),1999,1245.0,21216221.0
Venezuela (Bolivarian Republic of),2000,1264.0,21664935.0
Venezuela (Bolivarian Republic of),2001,1379.0,22108044.0
Venezuela (Bolivarian Republic of),2002,1299.0,22554558.0
Venezuela (Bolivarian Republic of),2003,1150.0,23003836.0
Venezuela (Bolivarian Republic of),2004,1038.0,23452474.0
Venezuela (Bolivarian Republic of),2005,1016.0,23897676.0
Venezuela (Bolivarian Republic of),2006,945.0,24332855.0
Venezuela (Bolivarian Republic of),2007,897.0,24770950.0
Venezuela (Bolivarian Republic of),2008,870.0,25209506.0
Venezuela (Bolivarian Republic of),2009,751.0,25646139.0
Venezuela (Bolivarian Republic of),2010,775.0,26078766.0
Venezuela (Bolivarian Republic of),2011,760.0,26503892.0
Venezuela (Bolivarian Republic of),2012,731.0,26926228.0
Venezuela (Bolivarian Republic of),2013,618.0,27345912.0
Virgin Islands (USA),1980,3.0,85800.0
Virgin Islands (USA),1997,3.0,96760.0
Virgin Islands (USA),1998,5.0,98060.0
Virgin Islands (USA),1999,6.0,99380.0
Virgin Islands (USA),2000,5.0,100254.0
Virgin Islands (USA),2001,4.0,100831.0
Virgin Islands (USA),2002,2.0,101048.0
Virgin Islands (USA),2003,9.0,100917.0
Virgin Islands (USA),2004,5.0,100630.0
Virgin Islands (USA),2005,2.0,100348.0
Virgin Islands (USA),2006,14.0,99967.0
Virgin Islands (USA),2007,11.0,99597.0
Virgin Islands (USA),2008,6.0,99268.0
Virgin Islands (USA),2009,9.0,98960.0
Virgin Islands (USA),2010,8.0,98658.0
Virgin Islands (USA),2011,8.0,98290.0
Virgin Islands (USA),2012,10.0,98069.0
Virgin Islands (USA),2015,3.0,97951.0
Zimbabwe,1990,764.0,0.0
